,Element,Count,weightage
787,cmake,1,0.0
788,sql server. javascript,1,0.0
789,wlan,1,0.0
790,iib,1,0.0
791,tibco integration stack,1,0.0
792,4g,1,0.0
793,spotfire,1,0.0
794,gprs,1,0.0
795,tibco business works,1,0.0
796,tcp - ip,1,0.0
797,web application testing,1,0.0
798,test strategy,1,0.0
799,integration development,1,0.0
800,amazon web services,1,0.0
801,test planning,1,0.0
802,qa testing,1,0.0
803,raspberry pi,1,0.0
804,websockets,1,0.0
805,framework designing,1,0.0
806,designing,1,0.0
807,quartz,1,0.0
808,reltio mdm,1,0.0
809,emerging technologies,1,0.0
810,solid principles,1,0.0
811,jcl,1,0.0
812,odbc,1,0.0
813,test case execution,1,0.0
814,gradle,1,0.0
815,designing apis,1,0.0
816,mdm ui,1,0.0
817,technical leadership,1,0.0
818,angular8,1,0.0
819,sez,1,0.0
820,deep packet inspection,1,0.0
821,restful web api development,1,0.0
822,ids,1,0.0
823,proxy,1,0.0
824,restf,1,0.0
825,informatica mdm,1,0.0
826,reltio,1,0.0
827,arm microprocessors,1,0.0
828,mdm hub,1,0.0
829,scrum development,1,0.0
830,data integration,1,0.0
831,sql scripting,1,0.0
832,head engineering,1,0.0
833,roots configuration,1,0.0
834,quality improvement,1,0.0
835,security compliance,1,0.0
836,grpc,1,0.0
837,http2 / 3,1,0.0
838,jason parsing,1,0.0
839,api lifecycle,1,0.0
840,team building,1,0.0
841,wellness,1,0.0
842,embedded system,1,0.0
843,conceptualization,1,0.0
844,visual studio ide,1,0.0
845,canflexray,1,0.0
846,api testing,1,0.0
847,web ui,1,0.0
848,social networking,1,0.0
849,testng,1,0.0
850,modern web ui framework react native,1,0.0
851,recruitment,1,0.0
852,sharepoint,1,0.0
853,net core development,1,0.0
854,dotnet web application,1,0.0
855,mern,1,0.0
856,ux,1,0.0
857,concepts,1,0.0
858,geo json,1,0.0
859,software integration testing,1,0.0
860,multi ada,1,0.0
861,gnat,1,0.0
862,static code analysis,1,0.0
863,microsoft sql datawarehouse,1,0.0
864,oracle reports,1,0.0
865,product control,1,0.0
866,aws ec2,1,0.0
867,api design,1,0.0
868,diversity and inclusion,1,0.0
869,mimo,1,0.0
870,legal,1,0.0
871,project planning,1,0.0
872,taxation,1,0.0
873,oracle application framework,1,0.0
874,customer support,1,0.0
875,test case review,1,0.0
876,software associate,1,0.0
877,health insurance,1,0.0
878,ant,1,0.0
879,react ant,1,0.0
880,hp data protector,1,0.0
881,software engineer l2,1,0.0
882,a / b testing,1,0.0
883,optimizely,1,0.0
884,adobe target premium,1,0.0
885,google cloud sql,1,0.0
886,kubernates,1,0.0
887,gcs,1,0.0
888,xilinx,1,0.0
889,java8,1,0.0
890,technical analysis,1,0.0
891,cosmos,1,0.0
892,algorithm,1,0.0
893,cmos,1,0.0
894,chromatix,1,0.0
895,sensor,1,0.0
896,pixel,1,0.0
897,omnivision,1,0.0
898,biztalk server,1,0.0
899,written communications,1,0.0
900,tsn,1,0.0
901,ado,1,0.0
902,vb,1,0.0
903,release management,1,0.0
904,application software,1,0.0
905,focus,1,0.0
906,ip routing,1,0.0
907,bloomberg,1,0.0
908,high availability,1,0.0
909,responsive design,1,0.0
910,objective c / c++,1,0.0
911,coregraphics,1,0.0
912,cocoa,1,0.0
913,mac ui framework,1,0.0
914,jfrog& ci / cd,1,0.0
915,swift interoperability,1,0.0
916,mac os,1,0.0
917,jfrog,1,0.0
918,macos sensor,1,0.0
919,tcp/ip,1,0.0
920,sqa,1,0.0
921,arcgis,1,0.0
922,skills,1,0.0
923,jetpack compose,1,0.0
924,aws big data,1,0.0
925,hadoop,1,0.0
926,itil incident management,1,0.0
927,data management,1,0.0
928,data pipelining,1,0.0
929,windows 7,1,0.0
930,windows administrator,1,0.0
931,cq development,1,0.0
932,dom,1,0.0
933,babel,1,0.0
934,jsx,1,0.0
935,data structure,1,0.0
936,mobile development life cycle,1,0.0
937,j2me,1,0.0
938,cq,1,0.0
939,adobe aem/cq,1,0.0
940,ecommerce,1,0.0
941,windows mobile,1,0.0
942,distribution system,1,0.0
943,distributed database,1,0.0
944,system scalability,1,0.0
945,cloud infrastructure,1,0.0
946,distributed systems,1,0.0
947,erlang,1,0.0
948,communication skills,1,0.0
949,jsp servlets,1,0.0
950,wcm implementation,1,0.0
951,servlet,1,0.0
952,wcm,1,0.0
953,aws bigdata,1,0.0
954,deployment,1,0.0
955,systems analysis,1,0.0
956,espresso,1,0.0
957,data mining,1,0.0
958,information retrieval,1,0.0
959,data modeling,1,0.0
960,ibm websphere,1,0.0
961,asp.net web,1,0.0
962,webstorm,1,0.0
963,intellij idea,1,0.0
964,foreman,1,0.0
965,j2ee microservices,1,0.0
966,ci/cd,1,0.0
967,writing skills,1,0.0
968,ml,1,0.0
969,table partitioning,1,0.0
970,bigquery,1,0.0
971,hana studio,1,0.0
972,interpersonal skills,1,0.0
973,sap java connectors,1,0.0
974,sap jco,1,0.0
975,product support,1,0.0
976,pdlc,1,0.0
977,windows xp,1,0.0
978,cad,1,0.0
979,dlm framework,1,0.0
980,oo abap,1,0.0
981,adbc,1,0.0
982,amdp,1,0.0
983,cds views,1,0.0
984,adt,1,0.0
985,wlan 802.11,1,0.0
986,grid,1,0.0
987,business analysis,1,0.0
988,object oriented analysis,1,0.0
989,cloud integration,1,0.0
990,sap hana cloud integration,1,0.0
991,sap po,1,0.0
992,storage virtualization,1,0.0
993,product life cycle,1,0.0
994,network programming,1,0.0
995,cocoa touch,1,0.0
996,ejb,1,0.0
997,embedded systems,1,0.0
998,orm,1,0.0
999,iphone sdk,1,0.0
1000,cocoa framework,1,0.0
1001,continuous delivery,1,0.0
1002,software engineer,1,0.0
1003,teaching,1,0.0
1004,cpu,1,0.0
1005,crypto algorithms,1,0.0
1006,cryptocurrency,1,0.0
1007,metadata,1,0.0
1008,transaction management,1,0.0
1009,esri updm data model,1,0.0
1010,bluetooth,1,0.0
1011,spoken english,1,0.0
1012,tcpip,1,0.0
1013,rtc,1,0.0
1014,sub,1,0.0
1015,autocad,1,0.0
1016,siemens,1,0.0
1017,c & c++,1,0.0
1018,gui,1,0.0
1019,altonet interface,1,0.0
1020,platforms,1,0.0
1021,weblogic,1,0.0
1022,sqlserver,1,0.0
1023,customer marketing,1,0.0
1024,verilog hdl,1,0.0
1025,electrical design,1,0.0
1026,c c++,1,0.0
1027,cics,1,0.0
1028,lightning,1,0.0
1029,java development,1,0.0
1030,oracle identity analytics,1,0.0
1031,technical solution,1,0.0
1032,iam technologies,1,0.0
1033,project portfolio management tools,1,0.0
1034,cobol,1,0.0
1035,mobile architecture,1,0.0
1036,operational support,1,0.0
1037,openid connect,1,0.0
1038,system design,1,0.0
1039,oracle database,1,0.0
1040,russian language,1,0.0
1041,jsf,1,0.0
1042,jdk7,1,0.0
1043,jsf 2 2,1,0.0
1044,oracle identity manager,1,0.0
1045,copado,1,0.0
1046,hft,1,0.0
1047,unix os,1,0.0
1048,ticketing,1,0.0
1049,functional safety,1,0.0
1050,electronics engineering,1,0.0
1051,backend developer,1,0.0
1052,golang developer,1,0.0
1053,process design,1,0.0
1054,public cloud,1,0.0
1055,sdn,1,0.0
1056,openstack,1,0.0
1057,dot net,1,0.0
1058,delphi,1,0.0
1059,lucene,1,0.0
1060,search engine,1,0.0
1061,solr,1,0.0
1062,distributed computing,1,0.0
1063,python scripting,1,0.0
1064,data model,1,0.0
1065,presentation,1,0.0
1066,angular 9+,1,0.0
1067,training,1,0.0
1068,vxlan,1,0.0
1069,basic,1,0.0
1070,servicenow,1,0.0
1071,mis,1,0.0
1072,wsus,1,0.0
1073,scss,1,0.0
1074,devexpress,1,0.0
1075,vc++,1,0.0
1076,sql server 2008,1,0.0
1077,java scripting,1,0.0
1078,github actions,1,0.0
1079,gitlab ci,1,0.0
1080,wan network,1,0.0
1081,flink,1,0.0
1082,network architecture,1,0.0
1083,xstp,1,0.0
1084,stylus,1,0.0
1085,jade,1,0.0
1086,asp . net mvc,1,0.0
1087,ifrs 16,1,0.0
1088,business entity,1,0.0
1089,master data management,1,0.0
1090,fi-aa,1,0.0
1091,business partnering,1,0.0
1092,sap eam real estate,1,0.0
1093,joomla,1,0.0
1094,commercial real estate,1,0.0
1095,s/4 hana,1,0.0
1096,sap eam,1,0.0
1097,ifrs16,1,0.0
1098,web fullstack development engineer,1,0.0
1099,tcp ip protocol,1,0.0
1100,licensing,1,0.0
1101,xhtml,1,0.0
1102,ccna,1,0.0
1103,e2e testing,1,0.0
1104,webservice,1,0.0
1105,rmi,1,0.0
1106,interviewing,1,0.0
1107,selenium libraries,1,0.0
1108,robot framework,1,0.0
1109,autoit,1,0.0
1110,time,1,0.0
1111,robot automation framework,1,0.0
1112,ibatis,1,0.0
1113,logstash,1,0.0
1114,shell scripts,1,0.0
1115,elasticsearch,1,0.0
1116,testing life cycle,1,0.0
1117,postgres,1,0.0
1118,ms - sql,1,0.0
1119,mfc,1,0.0
1120,mfc and com,1,0.0
1121,datastructures,1,0.0
1122,presentation skills,1,0.0
1123,technology management,1,0.0
1124,research,1,0.0
1125,rdlc report,1,0.0
1126,rpc,1,0.0
1127,android interactivity. ... android ui. ... implementing navigation. ... android testing. ... working with data. ... notifications. ... firebase on android.,1,0.0
1128,object - oriented programming,1,0.0
1129,.net framework 3.5,1,0.0
1130,glue,1,0.0
1131,web designing,1,0.0
1132,ionic,1,0.0
1133,phonegap,1,0.0
1134,wfc,1,0.0
1135,redshift,1,0.0
1136,airflow,1,0.0
1137,dba,1,0.0
1138,career development,1,0.0
1139,cash flow,1,0.0
1140,wan optimization,1,0.0
1141,c hash,1,0.0
1142,viejas,1,0.0
1143,sonarqube,1,0.0
1144,django,1,0.0
1145,pug,1,0.0
1146,troubleshoot,1,0.0
1147,languages,1,0.0
1148,software testing,1,0.0
1149,microstrategy,1,0.0
1150,fix protocol,1,0.0
1151,netconf,1,0.0
1152,hadoop ecosystem,1,0.0
1153,mac learning,1,0.0
1154,jericho,1,0.0
1155,snmp,1,0.0
1156,emi,1,0.0
1157,bug fixing,1,0.0
1158,web api/services,1,0.0
1159,elastic stack,1,0.0
1160,vue cli,1,0.0
1161,vuex,1,0.0
1162,vue.js,1,0.0
1163,java script framework,1,0.0
1164,rfcs,1,0.0
1165,ecc systems,1,0.0
1166,bug tracking tool,1,0.0
1167,test scripts,1,0.0
1168,qa methodologies,1,0.0
1169,sccm,1,0.0
1170,api's,1,0.0
1171,angular+,1,0.0
1172,site management,1,0.0
1173,netty,1,0.0
1174,blackberry,1,0.0
1175,angular 9,1,0.0
1176,automated testing tools,1,0.0
1177,terraform,1,0.0
1178,azure functions,1,0.0
1179,titan graph db,1,0.0
1180,cloud foundry,1,0.0
1181,cicd pipeline,1,0.0
1182,english,1,0.0
1183,sf sales cloud,1,0.0
1184,swift android,1,0.0
1185,detox,1,0.0
1186,xctest,1,0.0
1187,system programming,1,0.0
1188,ui/ux photoshop design.  backend api - json,1,0.0
1189,programming skills,1,0.0
1190,risk assessment,1,0.0
1191,sales process,1,0.0
1192,security testing,1,0.0
1193,opentext,1,0.0
1194,otds,1,0.0
1195,itsm,1,0.0
1196,opentext communication,1,0.0
1197,api levels,1,0.0
1198,xml design,1,0.0
1199,dl,1,0.0
1200,computer vision,1,0.0
1201,hardware architecture,1,0.0
1202,dl frameworks,1,0.0
1203,ooad,1,0.0
1204,bios,1,0.0
1205,linux development,1,0.0
1206,unix internals,1,0.0
1207,flat files,1,0.0
1208,hana,1,0.0
1209,stored procedures,1,0.0
1210,query optimization,1,0.0
1211,database maintenance,1,0.0
1212,plm,1,0.0
1213,object - oriented development,1,0.0
1214,json / xml,1,0.0
1215,android ui design,1,0.0
1216,prototype,1,0.0
1217,analog,1,0.0
1218,ui5,1,0.0
1219,sap technical development,1,0.0
1220,data center,1,0.0
1221,phython,1,0.0
1222,cyber security,1,0.0
1223,vx works,1,0.0
1224,cybersecurity,1,0.0
1225,cluster configuration,1,0.0
1226,rhel os,1,0.0
1227,demand management,1,0.0
1228,package management,1,0.0
1229,report development,1,0.0
1230,c language,1,0.0
1231,oracle sql,1,0.0
1232,sap business objects data services,1,0.0
1233,sap business objects,1,0.0
1234,data services,1,0.0
1235,business process,1,0.0
1236,c++ design,1,0.0
1237,business objects,1,0.0
1238,object - oriented php,1,0.0
1239,object oriented concepts,1,0.0
1240,webtech,1,0.0
1241,operating systems,1,0.0
1242,influx,1,0.0
1243,common language runtime,1,0.0
1244,wpf,1,0.0
1245,mongo db,1,0.0
1246,rup,1,0.0
1247,angular.js,1,0.0
1248,api integration,1,0.0
1249,frontend development,1,0.0
1250,express js,1,0.0
1251,ecmascript,1,0.0
1252,cache,1,0.0
1253,oidc,1,0.0
1254,sso,1,0.0
1255,cloud storage,1,0.0
1256,cloud services,1,0.0
1257,sap bods,1,0.0
1258,bapi,1,0.0
1259,sap businessobjects data services,1,0.0
1260,yml,1,0.0
1261,restful services,1,0.0
1262,microservices architecture,1,0.0
1263,material ui,1,0.0
1264,refrigeration,1,0.0
1265,mvc architecture,1,0.0
1266,ireport,1,0.0
1267,six sigma,1,0.0
1268,pmp,1,0.0
1269,ventilation,1,0.0
1270,software development lifecycle,1,0.0
1271,microsoft windows server administration,1,0.0
1272,microsoft windows operating systems,1,0.0
1273,c programming language,1,0.0
1274,senior developer,1,0.0
1275,socket programming,1,0.0
1276,jwt,1,0.0
1277,web application development,1,0.0
1278,sap bw,1,0.0
1279,scrum agile methodology,1,0.0
1280,java streams,1,0.0
1281,grafana,1,0.0
1282,k8s,1,0.0
1283,aix,1,0.0
1284,head business development,1,0.0
1285,security development lifecycle,1,0.0
1286,freebsd,1,0.0
1287,splunk,1,0.0
1288,saas concepts,1,0.0
1289,oracle bi publisher,1,0.0
1290,otbi,1,0.0
1291,bpel,1,0.0
1292,entity frame work,1,0.0
1293,j query,1,0.0
1294,accessibility,1,0.0
1295,test automation,1,0.0
